id	nome	bonus	possui_especializacao
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Mutualidade',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Quebra de Encantos',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Réplicas',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Retenção Mágica',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (28,'Transmutação',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Anulação Mística',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Criptograma Místico',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Detecção de Magia',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Domínio Mental',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Escrituras Místicas',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Esquecimento',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Lágrima de Dragão',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Leitura',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Marca Arcana',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Memorização',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Onda Psíquica',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Plano Místico',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Previsibilidade',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Projeção Sensorial',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Proteção Mental',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Quebra de Encantos',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Refletir',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Restauração',	1);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Sósia',	2);
INSERT INTO [magia_grupo_custo_new] ([id_magia_grupo],[id_magia],[custo]) VALUES (29,'Visão Mística',	1);
